5.800000000000000000e+01,4.638000000000000000e+04,2.000000000000000000e+00,2.800000000000000000e+01,5.000000000000000000e+00
3.300000000000000000e+01,4.213800000000000000e+04,2.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00
6.300000000000000000e+01,2.015100000000000000e+04,2.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,3.185900000000000000e+04,1.000000000000000000e+00,3.300000000000000000e+01,7.000000000000000000e+00
3.000000000000000000e+01,5.490000000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00
5.600000000000000000e+01,5.298700000000000000e+04,1.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
4.300000000000000000e+01,4.498300000000000000e+04,2.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00
2.900000000000000000e+01,2.160000000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.700000000000000000e+01,3.501100000000000000e+04,2.000000000000000000e+00,2.700000000000000000e+01,9.000000000000000000e+00
5.000000000000000000e+01,5.832600000000000000e+04,1.000000000000000000e+00,3.100000000000000000e+01,9.000000000000000000e+00
6.200000000000000000e+01,5.805200000000000000e+04,1.000000000000000000e+00,2.100000000000000000e+01,7.000000000000000000e+00
2.200000000000000000e+01,3.704300000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e+00
2.000000000000000000e+01,4.727400000000000000e+04,1.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,4.740800000000000000e+04,1.000000000000000000e+00,2.300000000000000000e+01,2.000000000000000000e+00
4.900000000000000000e+01,3.912600000000000000e+04,1.000000000000000000e+00,3.600000000000000000e+01,4.000000000000000000e+00
6.400000000000000000e+01,5.892200000000000000e+04,1.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00
2.900000000000000000e+01,2.837600000000000000e+04,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
5.000000000000000000e+01,2.210500000000000000e+04,1.000000000000000000e+00,1.500000000000000000e+01,5.000000000000000000e+00
2.300000000000000000e+01,5.326600000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
5.500000000000000000e+01,2.484400000000000000e+04,1.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00
4.300000000000000000e+01,2.929200000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
6.400000000000000000e+01,4.412200000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,2.103100000000000000e+04,1.000000000000000000e+00,2.300000000000000000e+01,2.000000000000000000e+00
5.100000000000000000e+01,2.849900000000000000e+04,1.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+00
6.300000000000000000e+01,3.860000000000000000e+04,2.000000000000000000e+00,3.000000000000000000e+01,9.000000000000000000e+00
5.500000000000000000e+01,2.961700000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+01,3.102100000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
4.700000000000000000e+01,3.908200000000000000e+04,2.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00
